date_imposition,numero_sanction,montant,remarque
401809949,2019-06-03,"5 000,00 $", 
401794958,2019-06-03,"7 500,00 $",Une demande de réexamen a été reçue le 21 juin 2019. La décision du Bureau de réexamen a été rendue le 18 décembre 2019. La sanction administrative pécuniaire est maintenue. 
401794662,2019-06-03,"2 000,00 $",Une demande de réexamen a été reçue le 2 juillet 2019. La décision du Bureau de réexamen a été rendue le 10 décembre 2019. La sanction administrative pécuniaire est maintenue. 
401774975,2019-06-03,"2 500,00 $", 
401798022,2019-06-03,"5 000,00 $",Une demande de réexamen a été reçue le 27 juin 2019. La décision du Bureau de réexamen a été rendue le 20 novembre 2019. La sanction administrative pécuniaire est maintenue. 
401806402,2019-06-03,"5 000,00 $",Une demande de réexamen a été reçue le 3 juillet 2019. La décision du Bureau de réexamen a été rendue le 11 mars 2020. La sanction administrative pécuniaire est maintenue.  
401791852,2019-05-31,"10 000,00 $", 
401799954,2019-05-31,"2 500,00 $", 
401806996,2019-05-31,"5 000,00 $",Une demande de réexamen a été reçue le 1er août 2019. La décision du Bureau de réexamen a été rendue le 17 août 2020. La sanction administrative pécuniaire est maintenue. 
401804030,2019-05-31,"2 500,00 $", 
401788495,2019-05-31,"7 500,00 $",Une demande de réexamen a été reçue le 26 juin 2019. La décision du Bureau de réexamen a été rendue le 18 novembre 2019. La sanction administrative pécuniaire est maintenue.  
401798058,2019-05-31,"3 500,00 $", 
401761203,2019-05-31,"1 000,00 $", 
401777281,2019-05-30,"5 000,00 $", 
401786596,2019-05-30,"3 500,00 $",Une demande de réexamen a été reçue le 28 juin 2019. La décision du Bureau de réexamen a été rendue le 10 décembre 2019 . La sanction administrative pécuniaire est maintenue. 
401806446,2019-05-30,"5 000,00 $", 
401803047,2019-05-29,"5 000,00 $",Une demande de réexamen a été reçue le 28 juin 2019. La décision du Bureau de réexamen a été rendue le 1er septembre 2020. La sanction administrative pécuniaire est maintenue. 
401800358,2019-05-28,"10 000,00 $", 
401795864,2019-05-24,"3 500,00 $", 
401782337,2019-05-24,"2 500,00 $", 
401786535,2019-05-24,"2 500,00 $", 
401781927,2019-05-21,"2 000,00 $", 
401803602,2019-05-21,"1 000,00 $", 
401782141,2019-05-21,"3 500,00 $",Une demande de réexamen a été reçue le 9 juillet 2019. La décision du Bureau de réexamen a été rendue le 2 août 2019. La sanction administrative pécuniaire est maintenue.  
401794340,2019-05-16,"2 500,00 $", 
401797086,2019-05-16,"5 000,00 $", 
401775395,2019-05-16,"1 000,00 $",Une demande de réexamen a été reçue le 6 juin 2019. La décision du Bureau de réexamen a été rendue le 10 décembre 2019. La sanction administrative pécuniaire est maintenue.  
401800698,2019-05-15,"2 500,00 $", 
401796495,2019-05-13,"10 000,00 $", 
401775856,2019-05-13,"5 000,00 $", 
401774544,2019-05-13,"5 000,00 $", 
401794561,2019-05-13,"2 500,00 $",Une demande de réexamen a été reçue le 18 juin 2019. La décision du Bureau de réexamen a été rendue le 1er novembre 2019 . La sanction administrative pécuniaire est maintenue. 
401798180,2019-05-13,"2 500,00 $", 
401791226,2019-05-13,"3 500,00 $",Une demande de réexamen a été reçue le 13 juin 2019. La décision du Bureau de réexamen a été rendue le 22 octobre 2019. La sanction administrative pécuniaire est maintenue. 
401775642,2019-05-08,"5 000,00 $",Une demande de réexamen a été reçue le 31 mai 2019. La décision du Bureau de réexamen a été rendue le 4 octobre 2019. La sanction administrative pécuniaire est maintenue. 
401776005,2019-05-08,"5 000,00 $", 
401795881,2019-05-08,"3 500,00 $", 
401792899,2019-05-07,"5 000,00 $", 
401798035,2019-05-07,"1 000,00 $", 
401785431,2019-05-07,"7 500,00 $", 
401794012,2019-05-07,"5 000,00 $", 
401799065,2019-05-06,"2 500,00 $", 
401787219,2019-05-02,"3 500,00 $", 
401796865,2019-04-30,"2 500,00 $", 
401788952,2019-04-26,"3 500,00 $", 
401787692,2019-04-24,"7 500,00 $",Une demande de réexamen a été reçue le 21 mai 2019. La décision du Bureau de réexamen a été rendue le 20 novembre 2019. La sanction administrative pécuniaire est maintenue. 
401774997,2019-04-24,"10 000,00 $",Une demande de réexamen a été reçue le 1er mai 2019. La décision du Bureau de réexamen a été rendue le 18 novembre 2019. La sanction administrative pécuniaire est maintenue. 
401786836,2019-04-23,"750,00 $", 
401788962,2019-04-23,"7 500,00 $",Une demande de réexamen a été reçue le 22 mai 2019. La décision du Bureau de réexamen a été rendue le 11 décembre 2019. La sanction administrative pécuniaire est maintenue.  
401792562,2019-04-23,"5 000,00 $", 
401787807,2019-04-23,"5 000,00 $", 
401761266,2019-04-23,"10 000,00 $",Une demande de réexamen a été reçue le 24 mai 2019. La décision du Bureau de réexamen a été rendue le 18 décembre 2019. La sanction administrative pécuniaire est maintenue. 
401793160,2019-04-17,"1 500,00 $", 
401797054,2019-04-17,"5 000,00 $", 
401782128,2019-04-17,"5 000,00 $", 
401791651,2019-04-15,"5 000,00 $", 
401785987,2019-04-15,"10 000,00 $", 
401787442,2019-04-12,"5 000,00 $", 
401777535,2019-04-11,"5 000,00 $", 
401770393,2019-04-11,"5 000,00 $", 
401790743,2019-04-11,"2 500,00 $", 
401789210,2019-04-11,"10 000,00 $", 
401786607,2019-04-11,"3 500,00 $", 
401774460,2019-04-10,"5 000,00 $", 
401781218,2019-04-10,"10 000,00 $", 
401774941,2019-04-10,"7 500,00 $",Une demande de réexamen a été reçue le 12 mai 2019. La décision du Bureau de réexamen a été rendue le 21 novembre 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 17 décembre 2019. Désistement de la requête au Tribunal administratif du Québec le 2 mars 2020. La sanction administrative pécuniaire est maintenue. 
401777169,2019-04-10,"2 500,00 $", 
401774145,2019-04-10,"2 500,00 $", 
401779787,2019-04-08,"7 500,00 $",Une demande de réexamen a été reçue le 2 mai 2019. La décision du Bureau de réexamen a été rendue le 4 octobre 2019. La sanction administrative pécuniaire est maintenue. 
401796057,2019-04-04,"2 500,00 $", 
401790569,2019-04-04,"2 500,00 $", 
401772987,2019-04-03,"5 000,00 $",Une demande de réexamen a été reçue le 3 mai 2019. La décision du Bureau de réexamen a été rendue le 16 octobre 2019. La sanction administrative pécuniaire est maintenue. 
401780019,2019-04-02,"2 500,00 $",Une demande de réexamen a été reçue le 13 mai 2019. La demande est déposée hors délai. La sanction administrative pécuniaire est maintenue. 
401773752,2019-04-01,"10 000,00 $", 
401784072,2019-04-01,"5 000,00 $", 
401782579,2019-04-01,"2 500,00 $", 
401785264,2019-03-29,"3 500,00 $",Une demande de réexamen a été reçue le 24 avril 2019. La décision du Bureau de réexamen a été rendue le 16 septembre 2019. La sanction administrative pécuniaire est maintenue. 
401785283,2019-03-29,"3 500,00 $", 
401785534,2019-03-29,"2 500,00 $", 
401782537,2019-03-29,"3 500,00 $",Une demande de réexamen a été reçue le 26 avril 2019. La décision du Bureau de réexamen a été rendue le 9 septembre 2019. La sanction administrative pécuniaire est maintenue. 
401769805,2019-03-29,"5 000,00 $", 
401763359,2019-03-28,"3 500,00 $", 
401775933,2019-03-27,"2 000,00 $",Une demande de réexamen a été reçue le 15 avril 2019. La décision du Bureau de réexamen a été rendue le 2 août 2018. La sanction administrative pécuniaire est maintenue. 
401747263,2019-03-27,"3 500,00 $", 
401783674,2019-03-27,"3 500,00 $",Une demande de réexamen a été reçue le 8 avril 2019. La décision du Bureau de réexamen a été rendue le 20 novembre 2019. La sanction administrative pécuniaire est annulée. 
401783255,2019-03-27,"3 500,00 $",Une demande de réexamen a été reçue le 25 avril 2019. La décision du Bureau de réexamen a été rendue le 20 novembre 2019. La sanction administrative pécuniaire est annulée. 
401780371,2019-03-27,"3 500,00 $", 
401751414,2019-03-26,"10 000,00 $", 
401781646,2019-03-26,"10 000,00 $", 
401781894,2019-03-25,"5 000,00 $",Une demande pour justifier une demande de réexamen a été reçue le 3 mars 2019. La demande de réexamen hors délai est admise. La décision du Bureau de réexamen a été rendue le 6 août 2020. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 4 septembre 2020. La décision du Tribunal administratif du Québec a été rendue le 16 juillet 2024. La sanction administrative pécuniaire est maintenue. 
401785362,2019-03-25,"5 000,00 $",Une demande de réexamen a été reçue le 23 avril 2019. La décision du Bureau de réexamen a été rendue le 9 septembre 2019. La sanction administrative pécuniaire est maintenue. 
401771452,2019-03-25,"1 000,00 $", 
401768139,2019-03-22,"2 500,00 $", 
401767390,2019-03-22,"2 500,00 $", 
401767196,2019-03-21,"2 500,00 $", 
401768550,2019-03-20,"2 500,00 $", 
401759779,2019-03-20,"1 000,00 $", 
401765394,2019-03-19,"3 500,00 $",Une demande de réexamen a été reçue le 16 avril 2019. La décision du Bureau de réexamen a été rendue le 3 septembre 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif le 20 septembre 2019. Désistement de la requête au Tribunal administratif du Québec le 28 juillet 2020. La sanction administrative pécuniaire est maintenue.  
401788583,2019-03-19,"2 500,00 $", 
401776119,2019-03-18,"2 500,00 $", 
401770703,2019-03-18,"2 500,00 $", 
401749781,2019-03-18,"2 500,00 $", 
401773812,2019-03-13,"5 000,00 $",Une demande de réexamen a été reçue le 26 mars 2019. La décision du Bureau de réexamen a été rendue le 19 juillet 2019. La sanction administrative pécuniaire est maintenue. 
401769219,2019-03-13,"1 500,00 $", 
401775836,2019-03-13,"2 500,00 $", 
401760823,2019-03-13,"2 000,00 $",Une demande de réexamen a été reçue le 11 avril 2019. La décision du Bureau de réexamen a été rendue le 11 décembre 2019. La sanction administrative pécuniaire est maintenue. 
401762108,2019-03-13,"2 000,00 $", 
401777982,2019-03-13,"5 000,00 $", 
401762858,2019-03-13,"5 000,00 $", 
401769452,2019-03-08,"3 500,00 $",Une demande de réexamen a été reçue le 4 avril 2019. La décision du Bureau de réexamen a été rendue le 3 septembre 2019. La sanction administrative pécuniaire est maintenue. 
401777764,2019-03-08,"1 000,00 $", 
401781341,2019-03-08,"5 000,00 $", 
401766624,2019-03-08,"3 500,00 $",Une demande de réexamen a été reçue le 6 avril 2019. La décision du Bureau de réexamen a été rendue le 29 juillet 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 30 août 2019. Désistement de la requête au Tribunal administratif du Québec le 1er septembre 2020. La sanction administrative pécuniaire est maintenue.  
401755965,2019-03-07,"3 500,00 $",Une demande de réexamen a été reçue le 25 mars 2019. La décision du Bureau de réexamen a été rendue le 3 juillet 2019. La sanction administrative pécuniaire est maintenue. 
401769535,2019-03-07,"750,00 $", 
401760537,2019-03-07,"5 000,00 $",Une demande de réexamen a été reçue le 8 avril 2019. La décision du Bureau de réexamen a été rendue le 11 septembre 2019. La sanction administrative pécuniaire est maintenue. 
401760679,2019-03-07,"1 000,00 $", 
401764666,2019-03-05,"5 000,00 $",Une demande de réexamen a été reçue le 19 mars 2019. La décision du Bureau de réexamen a été rendue le 10 septembre 2019. La sanction administrative pécuniaire est maintenue.  
401782553,2019-03-04,"2 500,00 $", 
401767110,2019-03-04,"1 000,00 $", 
401771785,2019-03-04,"500,00 $", 
401765236,2019-03-01,"7 500,00 $", 
401754103,2019-03-01,"5 000,00 $", 
401781915,2019-02-28,"5 000,00 $", 
401775859,2019-02-27,"5 000,00 $", 
401757812,2019-02-27,"2 500,00 $", 
401725079,2019-02-26,"5 000,00 $", 
401771639,2019-02-26,"5 000,00 $", 
401757598,2019-02-26,"3 500,00 $", 
401771855,2019-02-25,"10 000,00 $", 
401771511,2019-02-22,"7 500,00 $", 
401758569,2019-02-22,"10 000,00 $",Une demande de réexamen a été reçue le 22 mars 2019. La décision du Bureau de réexamen a été rendue le 23 juillet 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 22 août 2019. Désistement de la requête le 22 octobre 2020. La sanction administrative pécuniaire est maintenue. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 22 août 2019. Désistement de la requête le 22 octobre 2020. La sanction administrative pécuniaire est maintenue.  
401769500,2019-02-22,"2 500,00 $", 
401783266,2019-02-20,"5 000,00 $", 
401779198,2019-02-20,"5 000,00 $",Une demande de réexamen a été reçue le 12 mars 2019. La décision du Bureau de réexamen a été rendue le 11 septembre 2019. Désistement de la requête au Tribunal administratif du Québec le 4 février 2021. La sanction administrative pécuniaire est maintenue. 
401753648,2019-02-19,"5 000,00 $", 
401762412,2019-02-19,"2 500,00 $",Une demande de réexamen a été reçue le 18 mars 2019. La décision du Bureau de réexamen a été rendue le 3 septembre 2019. La sanction administrative pécuniaire est maintenue. 
401771519,2019-02-19,"2 500,00 $", 
401726798,2019-02-19,"3 500,00 $",Une demande de réexamen a été reçue le 19 mars 2019. La décision du Bureau de réexamen a été rendue le 25 juin 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 23 juillet 2019. 
401761970,2019-02-19,"5 000,00 $", 
401755355,2019-02-19,"1 000,00 $", 
401771567,2019-02-19,"7 500,00 $",Une demande de réexamen a été reçue le 7 mars 2019. La décision du Bureau de réexamen a été rendue le 22 mai 2019. La sanction administrative pécuniaire est maintenue. 
401753930,2019-02-19,"1 000,00 $",Une demande de réexamen a été reçue le 21 mars 2019. La décision du Bureau de réexamen a été rendue le 9 septembre 2019. La sanction administrative pécuniaire est maintenue. 
401741651,2019-02-19,"10 000,00 $",Une demande de réexamen a été reçue le 18 mars 2019. La décision du Bureau de réexamen a été rendue le 26 juin 2019. Une requête a été déposée au Tribunal administratif du Québec le 18 juillet 2019. Une décision du Tribunal administratif du Québec a été rendue le 11 janvier 2022. La sanction administrative pécuniaire est annulée.  
401767378,2019-02-18,"1 000,00 $", 
401758035,2019-02-15,"1 000,00 $",Une demande de réexamen a été reçue le 14 novembre 2019. Une demande pour justifier une demande de réexamen a été reçue le 14 novembre 2019. La décision du Bureau de réexamen a été rendue le 18 décembre 2019. La demande de réexamen hors délai n'est pas admise. La sanction administrative pécuniaire est maintenue.  
401773232,2019-02-14,"2 000,00 $", 
401774470,2019-02-14,"5 000,00 $", 
401768715,2019-02-14,"1 000,00 $", 
401762857,2019-02-12,"2 500,00 $",Une demande de réexamen a été reçue le 11 mars 2019. La décision du Bureau de réexamen a été rendue le 25 juin 2019. La sanction administrative pécuniaire est maintenue.  
401770533,2019-02-12,"1 000,00 $", 
401760542,2019-02-12,"1 000,00 $", 
401757224,2019-02-12,"3 500,00 $",Une demande de réexamen a été reçue le 19 mars 2019. La décision du Bureau de réexamen a été rendue le 4 octobre 2019. La sanction administrative pécuniaire est maintenue. 
401757069,2019-02-12,"7 500,00 $", 
401767258,2019-02-11,"1 500,00 $", 
401756088,2019-02-11,"1 500,00 $", 
401767578,2019-02-11,"2 500,00 $",Une demande de réexamen a été reçue le 11 février 2019. La décision du bureau de réexamen a été rendue le 16 juillet 2019. La sanction administrative pécuniaire est maintenue. 
401771710,2019-02-07,"2 500,00 $", 
401774077,2019-02-06,"2 500,00 $",Une demande de réexamen a été reçue le 26 février 2019. La décision du Bureau de réexamen a été rendue le 14 mai 2019. La sanction administrative pécuniaire est maintenue. 
401762169,2019-02-06,"2 500,00 $", 
401759631,2019-02-05,"10 000,00 $", 
401749427,2019-02-04,"10 000,00 $", 
401730143,2019-02-04,"10 000,00 $",Une demande de réexamen a été reçue le 25 février 2019. La décision du Bureau de réexamen a été rendue le 10 juin 2019. La sanction administrative pécuniaire est maintenue. 
401761149,2019-02-04,"1 000,00 $", 
401745228,2019-02-01,"2 500,00 $", 
401749658,2019-01-31,"2 500,00 $", 
401757913,2019-01-31,"1 000,00 $",Une demande de réexamen a été reçue le 25 février 2019. La décision du Bureau de réexamen a été rendue le 21 juin 2019. La sanction administrative pécuniaire est maintenue.  
401759919,2019-01-31,"2 500,00 $", 
401758958,2019-01-29,"5 000,00 $", 
401769520,2019-01-28,"2 500,00 $",Une demande pour justifier une demande de réexamen a été reçue le 8 avril 2019. La décision du Bureau de réexamen a été rendue le 9 mai 2019. La demande de réexamen hors délai n'est pas admise. La sanction administrative pécuniaire est maintenue. 
401760541,2019-01-28,"5 000,00 $",Une demande de réexamen a été reçue le 26 février 2019. La décision du Bureau de réexamen a été rendue le 9 septembre 2019. Une requête a été déposée au Tribunal administratif du Québec le 20 septembre 2019. La décision du Tribunal administratif du Québec a été rendue le 25 février 2022. La sanction administrative pécuniaire est maintenue. Une requête en révision judiciaire a été déposée en Cour supérieure du Québec le 1er avril 2022. La décision de la Cour supérieure a été rendue le 24 novembre 2022. La sanction administrative pécuniaire est annulée.  
401746872,2019-01-28,"7 500,00 $",Une demande de réexamen a été reçue le 2 mars 2019. La décision du Bureau de réexamen a été rendue le 18 avril 2019. La sanction administrative pécuniaire est maintenue. 
401741059,2019-01-28,"3 500,00 $", 
401774132,2019-01-28,"7 500,00 $",Une demande de réexamen a été reçue le 7 février 2019. La décision du Bureau de réexamen a été rendue le 24 avril 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 8 mai 2019. La décision du Tribunal administratif du Québec a été rendue le 25 septembre 2019. La sanction administrative pécuniaire est maintenue.  
401761929,2019-01-28,"10 000,00 $",Une demande de réexamen a été reçue le 19 février 2019. La décision du Bureau de réexamen a été rendue le 29 juillet 2019. La sanction administrative pécuniaire est annulée. 
401747187,2019-01-28,"5 000,00 $",Une demande de réexamen a été reçue le 14 février 2019. La décision du Bureau de réexamen a été rendue le 25 avril 2019. La sanction administrative pécuniaire est maintenue.  
401767581,2019-01-25,"5 000,00 $", 
401753283,2019-01-25,"2 500,00 $",Une demande pour justifier une demande de réexamen a été reçue le 29 mars 2019. La demande de réexamen hors délai est admise. La décision du Bureau de réexamen a été rendue le 16 avril 2019. La sanction administrative pécuniaire est maintenue.  
401764295,2019-01-24,"10 000,00 $",Une demande de réexamen a été reçue le 1er mars 2019. La décision du Bureau de réexamen a été rendue le 17 septembre 2019. La sanction administrative pécuniaire est maintenue. 
401771328,2019-01-24,"1 000,00 $", 
401752677,2019-01-23,"5 000,00 $",Une demande de réexamen a été reçue le 4 février 2019. La décision du Bureau de réexamen a été rendue le 22 mai 2019. La sanction administrative pécuniaire est maintenue.  
401769329,2019-01-22,"5 000,00 $", 
401731005,2019-01-21,"10 000,00 $", 
401761258,2019-01-18,"7 500,00 $",Une demande de réexamen a été reçue le 15 février 2019. La décision du Bureau de réexamen a été rendue le 21 mai 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 11 juin 2019. La décision du Tribunal administratif du Québec a été rendue le 27 janvier 2020. La sanction administrative pécuniaire est maintenue. 
401767152,2019-01-18,"5 000,00 $",Une demande de réexamen a été reçue le 2 février 2019. La décision du Bureau de réexamen a été rendue le 16 mai 2019. La sanction administrative pécuniaire est maintenue. 
401766389,2019-01-18,"1 000,00 $", 
401763056,2019-01-18,"2 000,00 $",Une demande de réexamen a été reçue le 20 février 2019. La décision du Bureau de réexamen a été rendue le 7 juin 2019. La sanction administrative pécuniaire est maintenue. 
401753570,2019-01-17,"5 000,00 $", 
401765671,2019-01-17,"7 500,00 $", 
401765490,2019-01-16,"5 000,00 $", 
401749115,2019-01-15,"5 000,00 $", 
401751616,2019-01-15,"7 500,00 $", 
401758024,2019-01-15,"1 000,00 $", 
401744035,2019-01-15,"750,00 $", 
401760161,2019-01-15,"1 000,00 $", 
401751166,2019-01-15,"2 500,00 $",Une demande de réexamen a été reçue le 14 février 2019. La décision du Bureau de réexamen a été rendue le 27 septembre 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif le 28 octobre 2019. Une entente hors cour a été conclue entre les parties le 11 janvier 2022. La sanction administrative pécuniaire est annulée. 
401764550,2019-01-15,"10 000,00 $", 
401758675,2019-01-14,"3 500,00 $", 
401755203,2019-01-14,"1 000,00 $",Une demande de réexamen a été reçue le 20 février 2019. 
401749021,2019-01-14,"500,00 $", 
401749561,2019-01-14,"1 000,00 $",Une demande de réexamen a été reçue le 23 janvier 2019. La décision du Bureau de réexamen a été rendue le 16 mai 2019. La sanction administrative pécuniaire est maintenue. 
401769724,2019-01-11,"5 000,00 $", 
401754514,2019-01-11,"1 500,00 $", 
401751359,2019-01-10,"2 500,00 $", 
401767453,2019-01-10,"2 000,00 $", 
401764611,2019-01-09,"2 000,00 $", 
401765831,2019-01-09,"1 000,00 $", 
401767117,2019-01-08,"5 000,00 $", 
401754875,2019-01-08,"5 000,00 $", 
401747561,2019-01-08,"1 000,00 $", 
401736974,2019-01-08,"2 500,00 $", 
401763358,2019-01-07,"3 500,00 $", 
401746843,2019-01-07,"750,00 $", 
401762135,2019-01-03,"2 500,00 $",Une demande de réexamen a été reçue le 4 février 2019. La décision du Bureau de réexamen a été rendue le 27 septembre 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif le 30 octobre 2019. Une entente hors cour a été conclue entre les parties le 11 janvier 2022. La sanction administrative pécuniaire est annulée. 
401765694,2019-01-03,"2 500,00 $", 
401744908,2019-01-03,"2 500,00 $", 
401755613,2018-12-21,"3 500,00 $",Une demande de réexamen a été reçue le 25 janvier 2019. La décision du Bureau de réexamen a été rendue le 25 avril 2019. La sanction administrative pécuniaire est maintenue. 
401761753,2018-12-20,"3 500,00 $", 
401733830,2018-12-20,"2 500,00 $", 
401745360,2018-12-19,"3 500,00 $", 
401758686,2018-12-18,"3 500,00 $", 
401759515,2018-12-18,"5 000,00 $",Une demande pour justifier une demande de réexamen a été reçue le 1er février 2019. La décision du Bureau de réexamen a été rendue le 27 février 2019. La demande de réexamen hors délai n'est pas admise. La sanction administrative pécuniaire est maintenue. 
401760382,2018-12-18,"2 500,00 $", 
401761476,2018-12-18,"3 500,00 $", 
401746802,2018-12-18,"3 500,00 $", 
401760408,2018-12-14,"5 000,00 $", 
401761049,2018-12-14,"5 000,00 $",Une demande de réexamen a été reçue le 14 janvier 2019. La décision du Bureau de réexamen a été rendue le 20 novembre 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 20 décembre 2019. Désistement de la requête au Tribunal administratif du Québec le 15 avril 2020. La sanction administrative pécuniaire est maintenue. 
401757960,2018-12-14,"3 500,00 $", 
401759122,2018-12-13,"1 000,00 $", 
401756255,2018-12-10,"5 000,00 $",Une demande de réexamen a été reçue le 31 décembre 2018. La décision du Bureau de réexamen a été rendue le 24 mai 2019. La sanction administrative pécuniaire est maintenue.  
401763398,2018-12-10,"2 500,00 $", 
401749709,2018-12-10,"5 000,00 $", 
401752054,2018-12-06,"7 500,00 $", 
401748752,2018-12-06,"5 000,00 $",Une demande de réexamen a été reçue le 9 janvier 2019. La décision du Bureau de réexamen a été rendue le 19 septembre 2019. La sanction administrative pécuniaire est annulée. 
401751170,2018-12-06,"5 000,00 $", 
401744178,2018-12-05,"1 500,00 $", 
401748290,2018-12-05,"5 000,00 $",Une demande de réexamen a été reçue le 11 janvier 2019. La décision du Bureau de réexamen a été rendue le 29 avril 2019. Une décision du Tribunal administratif du Québec a été rendue le 28 janvier 2021. La sanction administrative pécuniaire est annulée. Une requête a été déposée au Tribunal administratif du Québec le 29 mai 2019. 
401740589,2018-12-04,"1 000,00 $",Une demande de réexamen a été reçue le 3 janvier 2019. La décision du Bureau de réexamen a été rendue le 25 avril 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 27 mai 2019. Désistement de la requête au Tribunal administratif du Québec le 8 juillet 2020. La sanction administrative pécuniaire est maintenue.  
401737509,2018-12-03,"5 000,00 $",Une demande de réexamen a été reçue le 9 janvier 2019. La décision du Bureau de réexamen a été rendue le 18 avril 2019. La sanction administrative pécuniaire est maintenue. 
401760879,2018-12-03,"1 000,00 $", 
401746074,2018-12-03,"750,00 $", 
401745945,2018-11-30,"5 000,00 $", 
401748430,2018-11-30,"5 000,00 $", 
401748397,2018-11-30,"5 000,00 $", 
401760659,2018-11-30,"1 000,00 $",Une demande de réexamen a été reçue le 17 décembre 2018. La décision du Bureau de réexamen a été rendue le 8 mars 2019. La sanction administrative pécuniaire est maintenue. 
401739177,2018-11-29,"5 000,00 $", 
401754525,2018-11-29,"7 500,00 $", 
401746012,2018-11-29,"7 500,00 $",Une demande de réexamen a été reçue le 21 décembre 2018. La décision du Bureau de réexamen a été rendue le 9 avril 2019. La sanction administrative pécuniaire est maintenue. 
401757037,2018-11-27,"5 000,00 $",Une demande de réexamen a été reçue le 27 décembre 2018. La décision du Bureau de réexamen a été rendue le 10 avril 2019. La sanction administrative pécuniaire est maintenue. 
401748269,2018-11-27,"5 000,00 $", 
401758333,2018-11-26,"5 000,00 $",Une demande de réexamen a été reçue le 28 décembre 2018. La décision du Bureau de réexamen a été rendue le 23 avril 2019. La sanction administrative pécuniaire est annulée. 
401745435,2018-11-23,"2 500,00 $",Une demande de réexamen a été reçue le 19 décembre 2018. La décision du Bureau de réexamen a été rendue le 16 avril 2019. La sanction administrative pécuniaire est maintenue. 
401721606,2018-11-23,"2 500,00 $", 
401758307,2018-11-23,"1 000,00 $", 
401733245,2018-11-23,"2 500,00 $",Une demande pour justifier une demande de réexamen a été reçue le 16 janvier 2019. La décision du Bureau de réexamen a été rendue le 25 mars 2019. La demande de réexamen hors délai n'est pas admise. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 24 avril 2019. 
22844,2018-11-22,"2 000,00 $", 
401748166,2018-11-22,"1 000,00 $", 
401736641,2018-11-21,"10 000,00 $",Une demande pour justifier une demande de réexamen a été reçue le 25 janvier 2019. La décision du Bureau de réexamen a été rendue le 13 février 2019. La demande de réexamen hors délai n'est pas admise. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 15 mars 2019. La décision du Tribunal administratif du Québec a été rendue le 6 décembre 2019. La sanction administrative pécuniaire est maintenue. 
401697945,2018-11-21,"1 000,00 $", 
401736304,2018-11-21,"1 500,00 $", 
401685669,2018-11-21,"2 000,00 $", 
401713146,2018-11-21,"500,00 $", 
401737871,2018-11-21,"3 500,00 $", 
401743154,2018-11-21,"2 500,00 $", 
401741577,2018-11-21,"5 000,00 $",Une demande de réexamen a été reçue le 21 décembre 2018. La décision du Bureau de réexamen a été rendue le 19 juin 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 19 juillet 2019. 
401738142,2018-11-21,"5 000,00 $",Une demande de réexamen a été reçue le 26 décembre 2018. La décision du Bureau de réexamen a été rendue le 18 avril 2019. La sanction administrative pécuniaire est maintenue. 
401727574,2018-11-20,"2 500,00 $", 
401741814,2018-11-19,"7 500,00 $", 
401743612,2018-11-19,"10 000,00 $",Une demande de réexamen a été reçue le 3 décembre 2018. La décision du Bureau de réexamen a été rendue le 22 mars 2019. La sanction administrative pécuniaire est maintenue.  
401742265,2018-11-19,"10 000,00 $", 
401749923,2018-11-16,"1 000,00 $", 
401741476,2018-11-15,"1 000,00 $",Une demande de réexamen a été reçue le 13 décembre 2018. La décision du Bureau de réexamen a été rendue le 25 mars 2019. La sanction administrative pécuniaire est maintenue. Une requête a été déposée au Tribunal administratif du Québec le 8 avril 2019. La décision du Tribunal administratif du Québec a été rendue le 9 octobre 2019. La sanction administrative pécuniaire est maintenue. 
401736425,2018-11-14,"2 500,00 $", 
401736336,2018-11-14,"5 000,00 $", 
401748274,2018-11-14,"2 000,00 $", 
401744107,2018-11-14,"1 000,00 $", 
401733210,2018-11-14,"10 000,00 $", 
401720138,2018-11-12,"5 000,00 $", 
